Nombre,Ciudad,Dirección,Detalles,Latitud,Longitud,URL_Imagen1,URL_Imagen2,URL_Imagen3,URL_Imagen4,phone,email,URL
La Münster,Gijon,"C. Conde Toreno, 59, Gijon-Este, 33204 Gijón, Asturias, España",Espacio coworking en Gijon. Valoración: 4.8,43.530937,-5.647940999999999,/uploads/coworking/coworking_la_münster_1.jpg,/uploads/coworking/coworking_la_münster_2.jpg,/uploads/coworking/coworking_la_münster_3.jpg,/uploads/coworking/coworking_la_münster_4.jpg,657 09 44 77,,
Centro de Negocios Flexi on Working - Coworking Gijón,Gijon,"Pl. de Nicanor Piñole, 1, Centro, 33205 Gijón, Asturias, España",Espacio coworking en Gijon. Valoración: 5,43.5380421,-5.6616906,/uploads/coworking/coworking_centro_de_negocios_flexi_on_working__coworking_gijón_1.jpg,/uploads/coworking/coworking_centro_de_negocios_flexi_on_working__coworking_gijón_2.jpg,/uploads/coworking/coworking_centro_de_negocios_flexi_on_working__coworking_gijón_3.jpg,/uploads/coworking/coworking_centro_de_negocios_flexi_on_working__coworking_gijón_4.jpg,984 99 03 00,,http://www.flexionworking.com/
VIA LAB Espacio Coworking,Valladolid,"C. de Recondo, s/n, 47007 Valladolid, España",Espacio coworking en Valladolid. Valoración: 4.5,41.6422344,-4.7276474,/uploads/coworking/coworking_via_lab_espacio_coworking_1.jpg,/uploads/coworking/coworking_via_lab_espacio_coworking_2.jpg,/uploads/coworking/coworking_via_lab_espacio_coworking_3.jpg,/uploads/coworking/coworking_via_lab_espacio_coworking_4.jpg,983 36 28 47,,https://www.vialabcoworking.com/
Leburó Coworking,Valladolid,"C. Falla, 13, 47006 Valladolid, España",Espacio coworking en Valladolid. Valoración: 5,41.63495890000001,-4.7409891,/uploads/coworking/coworking_leburó_coworking_1.jpg,/uploads/coworking/coworking_leburó_coworking_2.jpg,/uploads/coworking/coworking_leburó_coworking_3.jpg,/uploads/coworking/coworking_leburó_coworking_4.jpg,605 50 32 18,,http://leburocowork.es/
Center España | Centro de Negocios y Coworking en Valladolid,Valladolid,"Pl. de España, 6, 1ª Pl, 47001 Valladolid, España",Espacio coworking en Valladolid. Valoración: 4.9,41.6491069,-4.7251255,/uploads/coworking/coworking_center_españa__centro_de_negocios_y_coworking_en_valladolid_1.jpg,/uploads/coworking/coworking_center_españa__centro_de_negocios_y_coworking_en_valladolid_2.jpg,/uploads/coworking/coworking_center_españa__centro_de_negocios_y_coworking_en_valladolid_3.jpg,/uploads/coworking/coworking_center_españa__centro_de_negocios_y_coworking_en_valladolid_4.jpg,983 21 98 10,,https://www.centerespana.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing
Amalgama Coworking & Concept Store,Valladolid,"Calle de S. Martín, 21, 47003 Valladolid, España",Espacio coworking en Valladolid. Valoración: 5,41.6561297,-4.7225221,/uploads/coworking/coworking_amalgama_coworking__concept_store_1.jpg,/uploads/coworking/coworking_amalgama_coworking__concept_store_2.jpg,/uploads/coworking/coworking_amalgama_coworking__concept_store_3.jpg,/uploads/coworking/coworking_amalgama_coworking__concept_store_4.jpg,616 44 51 58,,https://www.amalgamaconcept.com/
Coworking Café,Valladolid,"Pje. Marquesina, 14, Oficina 11, 47004 Valladolid, España",Espacio coworking en Valladolid. Valoración: 4.3,41.6454816,-4.7241778,/uploads/coworking/coworking_coworking_café_1.jpg,/uploads/coworking/coworking_coworking_café_2.jpg,/uploads/coworking/coworking_coworking_café_3.jpg,/uploads/coworking/coworking_coworking_café_4.jpg,653 84 95 30,,https://www.coworkingcafevalladolid.es/
Spazio 2020,Valladolid,"C. Melendro, 5, 47014 Valladolid, España",Espacio coworking en Valladolid. Valoración: 4.9,41.6387366,-4.7479293,/uploads/coworking/coworking_spazio_2020_1.jpg,/uploads/coworking/coworking_spazio_2020_2.jpg,/uploads/coworking/coworking_spazio_2020_3.jpg,/uploads/coworking/coworking_spazio_2020_4.jpg,657 27 94 54,,https://spazio2020coworking.es/
Sion coworking,Valladolid,"C. del Propano, 76, 47012 Valladolid, España",Espacio coworking en Valladolid. Valoración: 5,41.6029481,-4.6948721,/uploads/coworking/coworking_sion_coworking_1.jpg,/uploads/coworking/coworking_sion_coworking_2.jpg,/uploads/coworking/coworking_sion_coworking_3.jpg,/uploads/coworking/coworking_sion_coworking_4.jpg,622 34 57 20,,https://sioncoworking.net/
El Coworking del Pop Up,Valladolid,"Pl. del Salvador, 7, 47002 Valladolid, España",Espacio coworking en Valladolid. Valoración: 4.5,41.65073,-4.72539,/uploads/coworking/coworking_el_coworking_del_pop_up_1.jpg,/uploads/coworking/coworking_el_coworking_del_pop_up_2.jpg,/uploads/coworking/coworking_el_coworking_del_pop_up_3.jpg,/uploads/coworking/coworking_el_coworking_del_pop_up_4.jpg,983 07 41 36,,http://elcoworkingdelpopup.com/
Educa Cowork,Valladolid,"C. Galena, 41, 47012 Valladolid, España",Espacio coworking en Valladolid. Valoración: 5,41.6166783,-4.705645899999999,/uploads/coworking/coworking_educa_cowork_1.jpg,,,,983 09 18 08,,https://www.educacowork.es/
Pisuerga Coworking,Valladolid,"Parque Empresarial Monasterio del Prado, 16, 47195 Arroyo de la Encomienda, Valladolid, España",Espacio coworking en Valladolid. Valoración: 5,41.62076709999999,-4.7716167,,,,,633 11 32 13,,http://www.pisuergacoworking.es/
laZona Coworking Córdoba,Cordoba,"C. Secretario Carretero, 7, Poniente Sur, 14004 Córdoba, España",Espacio coworking en Cordoba. Valoración: 4.8,37.8836967,-4.787528900000001,/uploads/coworking/coworking_lazona_coworking_córdoba_1.jpg,/uploads/coworking/coworking_lazona_coworking_córdoba_2.jpg,/uploads/coworking/coworking_lazona_coworking_córdoba_3.jpg,/uploads/coworking/coworking_lazona_coworking_córdoba_4.jpg,683 49 01 02,,https://lazona.co/
Coworking_IMM + Coworking en Córdoba,Cordoba,"Plaza de las Doblas, S/N, Centro, 14001 Córdoba, España",Espacio coworking en Cordoba. Valoración: 4.8,37.88839129999999,-4.7784225,/uploads/coworking/coworking_coworkingimm__coworking_en_córdoba_1.jpg,/uploads/coworking/coworking_coworkingimm__coworking_en_córdoba_2.jpg,/uploads/coworking/coworking_coworkingimm__coworking_en_córdoba_3.jpg,/uploads/coworking/coworking_coworkingimm__coworking_en_córdoba_4.jpg,670 27 47 99,,http://corab21.com/
Coworking Córdoba - Incubadora Invepat,Cordoba,"EDIFICIO REGINA, Av. Ronda de los Tejares, 27, Centro, 14008 Córdoba, España",Espacio coworking en Cordoba. Valoración: 5,37.8867665,-4.783735399999999,/uploads/coworking/coworking_coworking_córdoba__incubadora_invepat_1.jpg,/uploads/coworking/coworking_coworking_córdoba__incubadora_invepat_2.jpg,/uploads/coworking/coworking_coworking_córdoba__incubadora_invepat_3.jpg,/uploads/coworking/coworking_coworking_córdoba__incubadora_invepat_4.jpg,957 94 46 40,,https://incubadorainvepat.com/
CECOworking - Espacio de COWORKING en Córdoba,Cordoba,"Av. del Gran Capitán, 12, 3 planta, Centro, 14008 Córdoba, España",Espacio coworking en Cordoba. Valoración: 4.8,37.8866332,-4.7820233,/uploads/coworking/coworking_cecoworking__espacio_de_coworking_en_córdoba_1.jpg,/uploads/coworking/coworking_cecoworking__espacio_de_coworking_en_córdoba_2.jpg,/uploads/coworking/coworking_cecoworking__espacio_de_coworking_en_córdoba_3.jpg,/uploads/coworking/coworking_cecoworking__espacio_de_coworking_en_córdoba_4.jpg,957 96 10 41,,http://www.cecoworking.com/
Espacioplástico Coworking,Cordoba,"Av de los Almogávares, 17, Centro, 14007 Córdoba, España",Espacio coworking en Cordoba. Valoración: 4.9,37.8952605,-4.771609,/uploads/coworking/coworking_espacioplástico_coworking_1.jpg,/uploads/coworking/coworking_espacioplástico_coworking_2.jpg,/uploads/coworking/coworking_espacioplástico_coworking_3.jpg,/uploads/coworking/coworking_espacioplástico_coworking_4.jpg,957 39 17 31,,http://www.espacioplastico.org/
"Babbid - Coworking, Despachos y Oficinas en Córdoba - Centro de Negocios con Sala de Reuniones en Córdoba",Cordoba,"Calle Conde de Robledo, 4, Planta 1 – Izquierda, Centro, 14008 Córdoba, España",Espacio coworking en Cordoba. Valoración: 5,37.8864494,-4.7816578,/uploads/coworking/coworking_babbid__coworking_despachos_y_oficinas_en_córdoba__centro_de_negocios_con_sala_de_reuniones_en_córdoba_1.jpg,/uploads/coworking/coworking_babbid__coworking_despachos_y_oficinas_en_córdoba__centro_de_negocios_con_sala_de_reuniones_en_córdoba_2.jpg,/uploads/coworking/coworking_babbid__coworking_despachos_y_oficinas_en_córdoba__centro_de_negocios_con_sala_de_reuniones_en_córdoba_3.jpg,/uploads/coworking/coworking_babbid__coworking_despachos_y_oficinas_en_córdoba__centro_de_negocios_con_sala_de_reuniones_en_córdoba_4.jpg,627 35 71 68,,https://babbid.com/
"COOFINET 24x7 - Centro de Negocios, Despachos y Oficinas",Cordoba,"La Bodega, 6, 3° derecha, Centro, 14008 Córdoba, España",Espacio coworking en Cordoba. Valoración: 5,37.8883236,-4.783662,/uploads/coworking/coworking_coofinet_24x7__centro_de_negocios_despachos_y_oficinas_1.jpg,/uploads/coworking/coworking_coofinet_24x7__centro_de_negocios_despachos_y_oficinas_2.jpg,/uploads/coworking/coworking_coofinet_24x7__centro_de_negocios_despachos_y_oficinas_3.jpg,/uploads/coworking/coworking_coofinet_24x7__centro_de_negocios_despachos_y_oficinas_4.jpg,666 54 22 12,,https://coofi.net/
Backstage Academy Córdoba,Cordoba,"Av. de Miguel de Unamuno, 21, Sureste, 14010 Córdoba, España",Espacio coworking en Cordoba. Valoración: 4.9,37.8849529,-4.7641178,/uploads/coworking/coworking_backstage_academy_córdoba_1.jpg,/uploads/coworking/coworking_backstage_academy_córdoba_2.jpg,/uploads/coworking/coworking_backstage_academy_córdoba_3.jpg,/uploads/coworking/coworking_backstage_academy_córdoba_4.jpg,634 00 83 64,,https://linktr.ee/BackstageAcademyCordoba
centro de coworking elpatio,Cordoba,"C. Rodríguez Sánchez, 7, Centro, 14003 Córdoba, España",Espacio coworking en Cordoba. Valoración: 3,37.8830689,-4.7803558,/uploads/coworking/coworking_centro_de_coworking_elpatio_1.jpg,/uploads/coworking/coworking_centro_de_coworking_elpatio_2.jpg,/uploads/coworking/coworking_centro_de_coworking_elpatio_3.jpg,/uploads/coworking/coworking_centro_de_coworking_elpatio_4.jpg,957 49 86 53,,http://www.coworking-elpatio.com/
Coworking B-Intec,Cordoba,"C. Soprano María Callas, 14011 Córdoba, España",Espacio coworking en Cordoba. Valoración: N/A,37.8952007,-4.8036559,/uploads/coworking/coworking_coworking_bintec_1.jpg,/uploads/coworking/coworking_coworking_bintec_2.jpg,/uploads/coworking/coworking_coworking_bintec_3.jpg,/uploads/coworking/coworking_coworking_bintec_4.jpg,957 13 58 52,,https://www.b-intec.es/
